instances,features,targets,sillhouette,unbalanced,n_binary_features,majority_class_size,minority_class_size,features_with_na,missing_values,overlap,f1_score
1479,8,10,-0.00106972663521,0.7779998900030001,1,463,20,0,0,0.4,0.4013920894073012
1479,8,10,-0.00106972663521,0.7779998900030001,1,463,20,0,0,0.5,0.4023394246578568
1479,8,10,-0.00106972663521,0.7779998900030001,1,463,20,0,0,0.6,0.416103004972162
1479,8,10,-0.00106972663521,0.7779998900030001,1,463,20,0,0,0.7,0.4317344697245932
1479,8,10,-0.00106972663521,0.7779998900030001,1,463,20,0,0,0.8,0.4571932768693096
1479,8,10,-0.00106972663521,0.7779998900030001,1,463,20,0,0,0.9,0.4580888437486779
1479,8,10,-0.00106972663521,0.7779998900030001,1,463,20,0,0,1.0,0.4603344642156876
1885,136,7,0.0346396106737,0.6774343507260001,125,1094,29,0,0,0.0,0.43335031264439705
1885,136,7,0.0346396106737,0.6774343507260001,125,1094,29,0,0,0.1,0.4310569754551872
1885,136,7,0.0346396106737,0.6774343507260001,125,1094,29,0,0,0.2,0.4246732185340909
1885,136,7,0.0346396106737,0.6774343507260001,125,1094,29,0,0,0.3,0.4235194581813535
1885,136,7,0.0346396106737,0.6774343507260001,125,1094,29,0,0,0.4,0.4207086141256702
1885,136,7,0.0346396106737,0.6774343507260001,125,1094,29,0,0,0.5,0.4256396564069121
1885,136,7,0.0346396106737,0.6774343507260001,125,1094,29,0,0,0.6,0.4173015851381945
1885,136,7,0.0346396106737,0.6774343507260001,125,1094,29,0,0,0.7,0.4226052437535144
1885,136,7,0.0346396106737,0.6774343507260001,125,1094,29,0,0,0.8,0.42474230253448586
1885,136,7,0.0346396106737,0.6774343507260001,125,1094,29,0,0,0.9,0.42460084536359455
1885,136,7,0.0346396106737,0.6774343507260001,125,1094,29,0,0,1.0,0.4269778984464786
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.0,0.9304850818627391
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.1,0.9355103759652964
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.2,0.9397770350956328
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.3,0.9477313513789848
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.4,0.9494637280350244
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.5,0.9570096446552177
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.6,0.9617245214553124
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.7,0.964209736345266
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.8,0.9666936065715486
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.9,0.9647246470260586
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,1.0,0.9668573389742808
1885,136,7,0.012926727478,0.426141336695,125,1455,7,0,0,0.0,0.3793560149599615
