instances,features,targets,silhouette,unbalanced,n_binary_features,majority_class_size,minority_class_size,features_with_na,missing_values,overlap,f1_score
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.0,0.28695354432761244
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.1,0.24666451054099803
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.2,0.239256217891322
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.3,0.2359621067939317
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.4,0.2313617623787557
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.5,0.2271293324679527
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.6,0.22732798490583064
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.7,0.21519733591049486
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.8,0.2190266476274378
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.9,0.22014813161326088
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,1.0,0.21866539510948016
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,0.0,0.9233933330929192
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,0.1,0.9241606608384358
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,0.2,0.9295820963960372
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,0.3,0.9383170321179054
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,0.4,0.9376228618987084
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,0.5,0.9392845276896375
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,0.6,0.93959397959189
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,0.7,0.9397389333737312
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,0.8,0.9422103059121356
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,0.9,0.9415290304605086
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,1.0,0.9410742911623231
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.0,0.5206345309915102
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.1,0.4558980256966525
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.2,0.4845105798092069
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.3,0.4931595540233984
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.4,0.4761821797576946
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.5,0.4856877024577252
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.6,0.4939987914450155
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.7,0.4793946229209388
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.8,0.4930161718525563
