instances,features,targets,silhouette,unbalanced,n_binary_features,majority_class_size,minority_class_size,features_with_na,missing_values,overlap,f1_score
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.0,0.3259112104015906
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.1,0.2698335202350185
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.2,0.2556068981727129
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.3,0.2464545035721631
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.4,0.23630838882711105
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.5,0.2328928253917696
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.6,0.2306185543542907
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.7,0.21926048268074005
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.8,0.2220856788581453
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,0.9,0.22295811349682468
3823,64,10,0.174097013891,0.999962560318,3,389,376,0,0,1.0,0.22068530186016544
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,0.0,0.9235566635903002
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,0.1,0.9242705496047698
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,0.2,0.9296732341146452
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,0.3,0.9384447351168644
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,0.4,0.937989666236664
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,0.5,0.9391396106885336
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,0.6,0.9394119965375411
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,0.7,0.9399581440175296
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,0.8,0.9425032456416954
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,0.9,0.9418582349683532
5473,10,5,-0.338748353554,0.273678942628,0,4913,28,0,0,1.0,0.9411119915572116
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.0,0.5091944634313055
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.1,0.4314809702120915
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.2,0.4831420993194448
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.3,0.4941879402062467
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.4,0.4719913023665883
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.5,0.4884931102459707
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.6,0.4950374008142888
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.7,0.4842166631995009
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.8,0.4901528772524197
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,0.9,0.4820623445966694
215,9,7,-0.0870948120222,0.8461745637360001,0,76,10,0,0,1.0,0.4983183452702903
9280,65,2,0.176563632967,1.0,56,4640,4640,0,0,0.0,0.6872983882298801
