instances,features,targets,sillhouette,unbalanced,n_binary_features,majority_class_size,minority_class_size,features_with_na,missing_values,overlap,f1_score
10000,16,26,0.00821745822641,0.999784949779,0,422,361,0,0,0.0,0.6699381150427846
10000,16,26,0.00821745822641,0.999784949779,0,422,361,0,0,0.1,0.6365441921085057
10000,16,26,0.00821745822641,0.999784949779,0,422,361,0,0,0.2,0.6601051252245598
10000,16,26,0.00821745822641,0.999784949779,0,422,361,0,0,0.3,0.6829957161756355
10000,16,26,0.00821745822641,0.999784949779,0,422,361,0,0,0.4,0.7156151448833404
10000,16,26,0.00821745822641,0.999784949779,0,422,361,0,0,0.5,0.7197081448522407
10000,16,26,0.00821745822641,0.999784949779,0,422,361,0,0,0.6,0.7389365928057701
10000,16,26,0.00821745822641,0.999784949779,0,422,361,0,0,0.7,0.7564427123052251
10000,16,26,0.00821745822641,0.999784949779,0,422,361,0,0,0.8,0.7610852430227301
10000,16,26,0.00821745822641,0.999784949779,0,422,361,0,0,0.9,0.7681883993429192
10000,16,26,0.00821745822641,0.999784949779,0,422,361,0,0,1.0,0.7699385218874709
1885,136,7,-0.042312373095500004,0.774504501351,125,759,34,0,0,0.0,0.058834224342015025
1885,136,7,-0.042312373095500004,0.774504501351,125,759,34,0,0,0.1,0.057086441705374184
1885,136,7,-0.042312373095500004,0.774504501351,125,759,34,0,0,0.2,0.059567020026659215
1885,136,7,-0.042312373095500004,0.774504501351,125,759,34,0,0,0.3,0.05890774418661515
1885,136,7,-0.042312373095500004,0.774504501351,125,759,34,0,0,0.4,0.056898310373580376
1885,136,7,-0.042312373095500004,0.774504501351,125,759,34,0,0,0.5,0.05995659802692679
1885,136,7,-0.042312373095500004,0.774504501351,125,759,34,0,0,0.6,0.056633030539711075
1885,136,7,-0.042312373095500004,0.774504501351,125,759,34,0,0,0.7,0.054044498993981484
1885,136,7,-0.042312373095500004,0.774504501351,125,759,34,0,0,0.8,0.06233428649606064
1885,136,7,-0.042312373095500004,0.774504501351,125,759,34,0,0,0.9,0.0566972615667721
1885,136,7,-0.042312373095500004,0.774504501351,125,759,34,0,0,1.0,0.05421220584163984
10000,58,2,0.00338645920659,0.890617592872,0,6922,3078,0,0,0.0,0.20210408231261254
10000,58,2,0.00338645920659,0.890617592872,0,6922,3078,0,0,0.1,0.1873693354314823
10000,58,2,0.00338645920659,0.890617592872,0,6922,3078,0,0,0.2,0.23467457950270826
10000,58,2,0.00338645920659,0.890617592872,0,6922,3078,0,0,0.3,0.1552987289492368
10000,58,2,0.00338645920659,0.890617592872,0,6922,3078,0,0,0.4,0.10842911172903788
10000,58,2,0.00338645920659,0.890617592872,0,6922,3078,0,0,0.5,0.09612598947260206
10000,58,2,0.00338645920659,0.890617592872,0,6922,3078,0,0,0.6,0.08465161299504832
10000,58,2,0.00338645920659,0.890617592872,0,6922,3078,0,0,0.7,0.11766684797517972
10000,58,2,0.00338645920659,0.890617592872,0,6922,3078,0,0,0.8,0.09303058212988168
10000,58,2,0.00338645920659,0.890617592872,0,6922,3078,0,0,0.9,0.08305252981834135
10000,58,2,0.00338645920659,0.890617592872,0,6922,3078,0,0,1.0,0.08604772282343676
1885,136,7,-0.0157526531626,0.957105134112,125,463,140,0,0,0.0,0.3117355599498993
1885,136,7,-0.0157526531626,0.957105134112,125,463,140,0,0,0.1,0.3128789926755914
1885,136,7,-0.0157526531626,0.957105134112,125,463,140,0,0,0.2,0.31457892596580633
1885,136,7,-0.0157526531626,0.957105134112,125,463,140,0,0,0.3,0.2967637657641523
1885,136,7,-0.0157526531626,0.957105134112,125,463,140,0,0,0.4,0.3097022195962817
1885,136,7,-0.0157526531626,0.957105134112,125,463,140,0,0,0.5,0.3002264818093455
1885,136,7,-0.0157526531626,0.957105134112,125,463,140,0,0,0.6,0.3110577294457748
1885,136,7,-0.0157526531626,0.957105134112,125,463,140,0,0,0.7,0.29624218723523904
1885,136,7,-0.0157526531626,0.957105134112,125,463,140,0,0,0.8,0.3008589513572416
1885,136,7,-0.0157526531626,0.957105134112,125,463,140,0,0,0.9,0.3078489753513957
1885,136,7,-0.0157526531626,0.957105134112,125,463,140,0,0,1.0,0.3085451837263866
209,19,7,0.135336454758,0.99996441989,1,30,29,0,0,0.0,0.7679999999999996
209,19,7,0.135336454758,0.99996441989,1,30,29,0,0,0.1,0.8008809523809514
209,19,7,0.135336454758,0.99996441989,1,30,29,0,0,0.2,0.795190476190476
209,19,7,0.135336454758,0.99996441989,1,30,29,0,0,0.3,0.7984523809523806
209,19,7,0.135336454758,0.99996441989,1,30,29,0,0,0.4,0.8128809523809519
209,19,7,0.135336454758,0.99996441989,1,30,29,0,0,0.5,0.8219999999999996
209,19,7,0.135336454758,0.99996441989,1,30,29,0,0,0.6,0.8228095238095233
209,19,7,0.135336454758,0.99996441989,1,30,29,0,0,0.7,0.8261666666666658
209,19,7,0.135336454758,0.99996441989,1,30,29,0,0,0.8,0.8439761904761898
209,19,7,0.135336454758,0.99996441989,1,30,29,0,0,0.9,0.8290952380952377
209,19,7,0.135336454758,0.99996441989,1,30,29,0,0,1.0,0.8265952380952375
1885,136,7,0.0470919500717,0.725377112418,125,1021,21,0,0,0.0,0.1596302058972407
1885,136,7,0.0470919500717,0.725377112418,125,1021,21,0,0,0.1,0.1683046320259327
1885,136,7,0.0470919500717,0.725377112418,125,1021,21,0,0,0.2,0.16934593664317624
1885,136,7,0.0470919500717,0.725377112418,125,1021,21,0,0,0.3,0.16346940239135346
1885,136,7,0.0470919500717,0.725377112418,125,1021,21,0,0,0.4,0.17320556018851668
1885,136,7,0.0470919500717,0.725377112418,125,1021,21,0,0,0.5,0.17851926253618824
1885,136,7,0.0470919500717,0.725377112418,125,1021,21,0,0,0.6,0.16635657977136709
1885,136,7,0.0470919500717,0.725377112418,125,1021,21,0,0,0.7,0.1842001713809749
1885,136,7,0.0470919500717,0.725377112418,125,1021,21,0,0,0.8,0.16573332822593784
1885,136,7,0.0470919500717,0.725377112418,125,1021,21,0,0,0.9,0.16551968220532653
1885,136,7,0.0470919500717,0.725377112418,125,1021,21,0,0,1.0,0.15268821310113734
186,272,2,0.07235513605050001,0.962900414771,236,114,72,0,0,0.0,0.6696485053242625
186,272,2,0.07235513605050001,0.962900414771,236,114,72,0,0,0.1,0.6971735109219559
186,272,2,0.07235513605050001,0.962900414771,236,114,72,0,0,0.2,0.7191798681033097
186,272,2,0.07235513605050001,0.962900414771,236,114,72,0,0,0.3,0.6552397763307174
186,272,2,0.07235513605050001,0.962900414771,236,114,72,0,0,0.4,0.6689723123994158
186,272,2,0.07235513605050001,0.962900414771,236,114,72,0,0,0.5,0.6911728641158377
186,272,2,0.07235513605050001,0.962900414771,236,114,72,0,0,0.6,0.7068366382387444
186,272,2,0.07235513605050001,0.962900414771,236,114,72,0,0,0.7,0.6962061264807191
186,272,2,0.07235513605050001,0.962900414771,236,114,72,0,0,0.8,0.6830711454830443
186,272,2,0.07235513605050001,0.962900414771,236,114,72,0,0,0.9,0.7154408970234383
186,272,2,0.07235513605050001,0.962900414771,236,114,72,0,0,1.0,0.6567482294944402
1885,136,7,0.00691183428864,0.5187275474899999,125,1305,3,0,0,0.0,0.09210448073647402
1885,136,7,0.00691183428864,0.5187275474899999,125,1305,3,0,0,0.1,0.08712493970350277
1885,136,7,0.00691183428864,0.5187275474899999,125,1305,3,0,0,0.2,0.1010575536848415
1885,136,7,0.00691183428864,0.5187275474899999,125,1305,3,0,0,0.3,0.0981335402882266
1885,136,7,0.00691183428864,0.5187275474899999,125,1305,3,0,0,0.4,0.08941781228814652
1885,136,7,0.00691183428864,0.5187275474899999,125,1305,3,0,0,0.5,0.11056351958968356
1885,136,7,0.00691183428864,0.5187275474899999,125,1305,3,0,0,0.6,0.09927464111788302
1885,136,7,0.00691183428864,0.5187275474899999,125,1305,3,0,0,0.7,0.10028063584863882
1885,136,7,0.00691183428864,0.5187275474899999,125,1305,3,0,0,0.8,0.09603597278243244
1885,136,7,0.00691183428864,0.5187275474899999,125,1305,3,0,0,0.9,0.1044558077966997
1885,136,7,0.00691183428864,0.5187275474899999,125,1305,3,0,0,1.0,0.10170042901493856
1885,136,7,0.03684685484169999,0.705479280819,125,1038,19,0,0,0.0,0.16759345783803986
1885,136,7,0.03684685484169999,0.705479280819,125,1038,19,0,0,0.1,0.16985492110259914
1885,136,7,0.03684685484169999,0.705479280819,125,1038,19,0,0,0.2,0.1850544424847831
1885,136,7,0.03684685484169999,0.705479280819,125,1038,19,0,0,0.3,0.18546535462324934
1885,136,7,0.03684685484169999,0.705479280819,125,1038,19,0,0,0.4,0.17911179234399047
1885,136,7,0.03684685484169999,0.705479280819,125,1038,19,0,0,0.5,0.1934897789510793
1885,136,7,0.03684685484169999,0.705479280819,125,1038,19,0,0,0.6,0.19086955863426444
1885,136,7,0.03684685484169999,0.705479280819,125,1038,19,0,0,0.7,0.1820151440894474
1885,136,7,0.03684685484169999,0.705479280819,125,1038,19,0,0,0.8,0.18359159931915334
1885,136,7,0.03684685484169999,0.705479280819,125,1038,19,0,0,0.9,0.18132114737068292
